,0,1,2,3,4,5,6,7
687,583840,246560,373,91,218,221,141,2
688,116128,146304,0,46,132,148,132,2
689,223744,89280,130,108,182,121,189,2
690,128960,465792,0,23,63,130,360,2
691,415072,519008,81,0,87,79,130,2
692,245344,96288,2003,401,254,249,78,2
693,131040,67680,54,0,104,82,104,2
694,194432,72096,139,0,20,57,0,2
695,215584,105472,57,25,29,165,196,2
696,556960,1048544,161,132,95,121,130,2
697,171680,62112,97,31,84,129,83,2
698,146624,76672,141,45,55,100,158,2
699,126528,145632,81,49,56,0,193,2
700,143904,252928,77,125,100,37,7,2
701,197600,90112,172,72,151,124,231,2
702,127872,376640,0,124,96,67,89,2
703,193696,53920,137,21,200,169,131,2
704,445088,1048544,0,0,11,97,56,2
705,172416,73728,149,57,57,88,138,2
706,175072,85056,0,54,111,84,98,2
707,161408,75328,135,134,194,90,40,2
708,230560,62496,947,199,197,108,0,2
709,249120,80032,1729,301,153,159,161,2
710,131072,72416,193,78,118,129,54,2
711,188800,57664,123,0,80,59,99,2
712,202592,59936,240,189,170,129,223,2
713,173024,77824,133,0,49,36,183,2
714,243328,85952,2163,402,171,55,107,2
715,365888,1048544,59,57,48,11,311,2
716,215456,78944,77,0,205,45,172,2
717,151936,69504,76,65,177,77,31,2
718,159648,58880,47,0,138,12,79,2
719,170080,87264,659,120,164,53,133,2
720,213536,71776,1508,349,196,199,185,2
721,178112,764480,61,36,57,130,252,2
722,143392,89920,140,6,156,120,172,2
723,411776,787584,368,248,100,11,117,2
724,387712,753824,631,145,170,58,181,2
725,453984,801152,139,61,141,7,149,2
726,242720,80800,2393,260,184,239,33,2
727,133696,65696,57,60,68,77,163,2
728,185376,62336,77,52,103,102,273,2
729,184608,776480,477,209,151,219,151,2
730,182144,75744,83,42,125,23,165,2
731,130080,48960,116,141,125,20,189,2
732,192928,68800,92,24,83,76,267,2
733,133792,54624,47,1,55,108,252,2
734,425760,716896,174,165,206,180,180,2
735,176640,59168,25,0,109,173,85,2
736,191584,92160,2571,310,190,153,135,2
737,175712,49216,68,103,68,148,292,2
738,185504,87808,3868,483,209,186,117,2
739,411328,700000,169,157,207,177,142,2
740,183776,68928,0,149,132,151,112,2
741,209312,93984,1539,316,184,157,85,2
742,181248,70592,68,24,101,71,22,2
743,154816,61440,13,0,17,43,22,2
744,147840,68064,61,97,61,114,105,2
745,141152,96032,135,91,101,66,193,2
746,446144,564224,159,81,113,97,219,2
747,188576,451360,0,24,5,73,235,2
748,307744,120096,4094,538,217,69,147,2
749,421888,605216,152,137,145,165,193,2
750,167808,75328,118,124,99,165,65,2
751,215712,68224,1067,216,173,70,57,2
752,129760,181920,78,58,28,73,0,2
753,132320,60192,9,51,115,118,118,2
754,175776,116864,59,3,76,54,211,2
755,411744,1014944,434,172,271,69,250,2
756,143232,491616,0,0,44,104,71,2
757,403008,755264,173,69,189,81,179,2
758,273152,176448,5829,739,318,255,194,2
759,189024,68864,0,31,84,135,128,2
760,180576,69344,39,49,129,130,224,2
761,162528,92864,100,83,77,181,75,2
762,170912,75072,52,81,47,76,52,2
763,229344,130528,2504,304,253,113,161,2
764,145248,59648,137,175,60,40,151,2
765,134944,58592,83,36,85,147,167,2
766,165536,78784,86,68,60,51,162,2
767,384224,642144,181,45,74,34,134,2
768,486080,603936,585,258,257,245,290,2
769,134944,84096,0,31,77,39,0,2
770,224480,97824,3013,497,202,180,148,2
771,200256,109248,2281,317,115,101,53,2
772,204320,73504,108,79,101,112,0,2
773,150720,91744,2369,305,138,36,119,2
774,147232,54944,83,38,54,59,156,2
775,157312,52768,65,0,92,77,184,2
776,427424,680960,272,329,397,232,380,2
777,400384,1048544,249,48,168,193,88,2
778,176192,85536,105,98,79,49,35,2
779,168992,54784,0,39,61,0,0,2
780,355872,671776,195,172,251,220,332,2
781,172352,68480,1213,261,60,193,81,2
782,250208,94400,2097,333,138,58,237,2
783,429856,754048,267,145,145,47,293,2
784,337536,738176,339,211,194,141,293,2
785,1048544,1048544,380,89,106,0,665,2
786,201696,66560,992,201,141,145,251,2
787,133856,78144,160,37,124,79,290,2
788,418112,732416,193,138,108,73,154,2
789,205664,116608,119,119,133,123,173,2
790,192608,60608,38,129,135,103,180,2
791,379776,684704,172,103,110,241,97,2
792,353312,828512,263,248,193,119,128,2
793,616032,235936,1876,228,217,73,58,2
794,261600,91872,1479,151,118,61,134,2
795,193152,67808,0,125,39,87,77,2
796,169248,74528,147,63,81,105,134,2
797,185120,106432,109,111,86,37,211,2
798,328512,650272,945,240,361,308,320,2
799,232000,85504,2175,395,239,127,203,2
800,344192,434304,203,164,69,62,222,2
801,176544,78944,0,34,28,92,0,2
802,118208,182496,4,7,125,183,113,2
803,178464,58816,3,20,89,53,7,2
804,200320,93568,89,4,25,29,20,2
805,210176,89600,28,0,67,95,112,2
806,239712,76288,1188,213,150,58,86,2
807,394368,451744,165,188,123,121,129,2
808,133536,113312,0,0,11,121,364,2
809,408544,804896,69,122,173,109,201,2
810,342816,335584,276,63,69,15,270,2
811,172256,256448,357,89,170,121,142,2
812,183040,73056,791,216,164,115,127,2
813,459808,642624,222,213,134,190,143,2
814,132384,79104,17,73,54,37,151,2
815,333568,1048544,72,0,86,65,103,2
816,417344,585664,84,76,117,73,109,2
817,412576,670944,121,11,156,111,0,2
818,208512,62208,606,0,95,83,45,2
819,381760,452224,25,18,86,52,0,2
820,175328,89408,598,253,236,157,169,2
821,432416,545344,137,209,102,73,183,2
822,402048,511872,417,303,253,268,141,2
823,128800,77600,0,25,109,52,148,2
824,466752,615168,107,223,155,157,191,2
825,168288,421632,8,109,108,175,195,2
826,404800,607296,301,34,148,96,108,2
827,171328,35072,0,27,143,94,135,2
828,152864,64128,107,132,133,77,220,2
829,507168,682752,312,177,122,134,156,2
830,217920,110624,1502,370,178,40,88,2
831,186912,81088,0,14,21,7,37,2
832,130336,383168,147,20,45,101,244,2
833,184256,70592,3198,498,205,182,185,2
834,474496,248544,172,73,82,83,45,2
835,209792,84128,59,61,89,137,260,2
836,145568,481248,44,0,35,56,5,2
837,118848,251872,0,95,53,60,108,2
838,432768,532864,143,68,197,109,88,2
839,215872,89632,2037,258,93,223,215,2
840,163520,51936,29,45,41,119,83,2
841,284544,92960,2451,436,193,275,100,2
842,171936,64352,213,166,249,149,414,2
843,138496,68960,158,54,9,41,193,2
844,158368,103840,0,0,115,48,319,3
845,128128,310240,0,71,39,82,213,3
846,126592,67104,190,153,52,79,141,3
847,415648,553792,294,199,160,229,138,3
848,198432,274304,241,125,151,134,65,3
849,167200,67872,66,12,61,51,177,3
850,243200,71040,947,201,138,124,77,3
851,214720,98368,100,28,209,141,335,3
852,130976,70624,223,106,159,142,131,3
853,465152,393632,235,25,118,161,324,3
854,142592,79712,41,97,58,70,0,3
855,158592,105568,146,135,177,185,184,3
856,390400,748064,129,47,115,122,34,3
857,408544,715776,391,197,134,169,193,3
858,165920,73312,10,26,114,52,67,3
859,287552,255264,314,146,160,140,137,3
860,193536,103456,138,92,100,84,273,3
861,121568,167840,84,30,96,98,117,3
862,192672,75488,45,172,70,143,77,3
863,236832,59936,2714,459,238,144,65,3
864,265888,315936,243,138,154,210,133,3
865,174528,61664,57,34,67,15,181,3
866,237728,71904,1074,245,202,115,87,3
867,181696,70560,73,107,240,159,63,3
868,180256,65472,0,115,73,96,68,3
869,148672,60672,0,0,129,69,134,3
870,426688,1048544,317,201,160,153,76,3
871,161440,67616,80,120,92,77,75,3
872,246432,368384,820,251,101,51,240,3
873,502304,1048544,176,194,84,88,48,3
874,369152,673568,309,236,320,194,211,3
875,153312,81920,183,0,120,105,166,3
876,461408,1048544,328,133,178,229,83,3
877,136128,97472,0,12,25,14,124,3
878,148064,57216,12,18,85,96,36,3
879,164896,58208,115,89,167,44,223,3
880,210304,113312,109,63,173,120,212,3
881,216544,68128,3891,470,242,117,182,3
882,232544,1048544,350,183,233,218,130,3
883,128416,215104,8,87,68,0,127,3
884,190848,85152,96,123,41,79,98,3
885,329888,1048544,57,0,28,38,95,3
886,321600,569760,175,143,103,37,361,3
887,155744,60832,211,140,185,135,183,3
888,161248,249888,0,112,0,93,12,3
889,135936,63808,36,42,126,81,165,3
890,391488,379072,34,177,112,0,196,3
891,305760,855840,192,104,96,55,97,3
892,153792,43424,87,0,29,40,234,3
893,293024,782624,217,221,185,163,303,3
894,120640,76160,44,60,176,84,266,3
895,213376,83168,449,168,119,129,141,3
896,189856,71776,87,25,113,51,204,3
897,248448,94176,1249,324,248,221,273,3
898,553600,489408,564,216,79,108,206,3
899,125664,95552,72,0,0,28,95,3
900,214592,72864,1807,331,212,161,182,3
901,298112,196672,339,273,169,219,149,3
902,145632,304768,31,69,102,104,129,3
903,492640,704288,164,179,252,93,181,3
904,187552,97600,1347,308,278,133,93,3
905,240096,67616,1286,167,84,108,0,3
906,435520,750880,125,21,170,0,33,3
907,167488,95040,85,66,25,115,105,3
908,171488,79232,132,0,44,65,59,3
909,173152,60960,65,0,99,117,180,3
910,534528,871776,129,76,124,85,222,3
911,151072,83520,139,202,162,100,104,3
912,179488,76960,333,170,230,237,276,3
913,124704,74208,233,76,161,108,220,3
914,459616,649248,289,186,238,92,32,3
915,289024,1048544,430,263,280,203,159,3
916,134272,104064,6,94,93,116,138,3
917,141344,59936,35,7,130,69,173,3
918,460864,619168,121,89,58,65,19,3
919,169504,55872,282,175,176,238,277,3
920,326144,710912,205,157,174,184,41,3
921,525920,176512,231,52,150,189,76,3
922,359936,378272,146,191,148,61,70,3
923,213856,126752,1716,127,215,163,57,3
924,307456,88832,2489,311,241,184,119,3
925,437888,222880,126,82,109,72,189,3
926,231744,64992,1056,243,237,156,143,3
927,626080,278176,274,95,129,88,0,3
928,358368,1048544,243,182,128,288,9,3
929,177440,293408,220,84,189,81,341,3
930,492288,893376,212,203,74,153,220,3
931,164864,50208,0,55,46,18,159,3
932,405152,717440,237,213,134,232,117,3
933,376832,692768,464,247,406,450,320,3
934,208608,70784,3330,468,236,185,215,3
935,200096,72928,21,37,137,114,75,3
936,169760,118240,88,194,97,129,316,3
937,422112,942464,512,238,342,333,256,3
938,154336,77984,46,0,86,68,57,3
939,155264,69984,113,55,92,12,220,3
940,335232,463008,1,152,187,235,357,3
941,202176,62432,2551,357,181,222,171,3
942,126400,104352,123,127,91,140,114,3
943,138688,70368,66,149,109,3,27,3
944,213024,95136,0,11,148,161,132,3
945,455680,931424,303,147,232,153,181,3
946,330720,526368,141,0,39,68,197,3
947,283872,123296,9,0,110,201,98,3
948,210048,101984,176,22,68,135,125,3
949,156928,59008,0,140,36,44,73,3
950,456096,687040,202,166,63,165,63,3
951,194464,96736,96,56,41,45,145,3
952,533632,707168,179,28,212,165,325,3
953,263552,93088,2022,156,214,203,119,3
954,147680,86176,29,0,108,93,93,3
955,220768,96480,37,42,135,124,303,3
956,460000,727200,263,167,121,149,6,3
957,170624,83424,323,37,59,120,31,3
958,128704,67392,71,149,134,195,133,3
959,142976,66144,108,89,90,143,292,3
960,234944,818912,5,36,95,64,274,3
961,753536,201440,270,104,47,28,127,3
962,157088,73760,199,55,62,97,3,3
963,146496,87200,89,112,135,143,217,3
964,589472,1048544,301,113,187,196,324,3
965,490848,843648,233,20,6,18,117,3
966,213664,75616,0,0,0,59,197,3
967,183392,93664,643,211,109,135,168,3
968,151328,124192,267,221,229,209,164,3
969,140960,584928,32,113,188,227,265,3
970,242304,225696,555,385,473,550,241,3
971,481184,734848,34,122,120,138,3,3
972,221216,83328,1385,328,78,125,84,3
973,492640,698528,197,136,166,170,163,3
974,434144,801440,173,135,159,160,37,3
975,171808,83680,0,0,116,67,88,3
976,151296,87136,22,41,83,37,261,3
977,172672,95904,141,123,67,85,145,3
978,228768,83008,942,326,105,151,74,3
979,167776,72768,2071,209,171,83,161,3
980,175296,68640,94,19,96,66,79,3
981,199360,68800,199,177,184,159,237,3
982,201792,57248,4,67,132,244,163,3
983,260640,101248,1479,261,197,129,285,3
984,533248,525472,71,116,243,61,172,3
985,227360,112544,113,104,174,100,287,3
986,245856,82720,1917,345,150,64,136,3
987,164384,115680,1600,135,185,65,72,3
988,469408,987776,296,112,154,247,0,3
989,467840,933056,345,200,147,149,202,3
990,143584,67680,911,152,189,86,141,3
991,175232,67424,15,0,30,38,106,3
992,220832,79040,2046,204,169,116,68,3
993,203296,65120,70,0,148,145,10,3
994,215968,82912,1492,160,177,142,159,3
995,165856,80160,93,28,86,53,92,3
996,146016,80288,93,57,226,77,255,3
997,169184,85792,281,277,463,340,387,3
998,202400,92000,1589,234,183,65,158,3
999,211456,60352,737,191,117,54,19,3
1000,475360,813696,364,142,173,263,187,3
1001,146976,76000,177,65,79,33,65,3
1002,160800,80768,120,106,106,83,81,3
1003,244800,126592,3258,452,117,101,19,3
1004,192000,90752,21,70,93,181,209,3
1005,183904,120608,145,73,119,156,22,3
1006,127936,68192,109,116,29,129,0,3
1007,195712,56864,650,154,142,131,124,3
1008,122464,224608,68,79,25,99,47,3
1009,146368,82272,0,0,0,104,5,3
1010,151168,124832,69,56,48,125,46,3
1011,137536,53248,34,112,77,169,255,3
1012,527328,958688,151,21,143,177,129,3
1013,134560,55936,33,0,108,33,161,3
1014,173920,76864,4,36,87,112,89,3
1015,254624,62976,916,86,16,89,76,3
1016,192992,81824,121,41,170,105,204,3
1017,189440,64128,76,69,138,147,300,3
1018,266272,140032,7694,893,343,213,142,3
1019,443616,681152,129,36,144,92,139,3
1020,196928,93920,73,57,197,166,77,3
1021,164256,55968,218,179,137,92,267,3
1022,226016,97440,943,213,114,158,8,3
1023,145568,437472,0,36,160,66,0,3
1024,199744,80096,598,111,155,223,369,3
1025,127520,96928,70,4,42,89,259,3
1026,446592,1048544,200,125,93,216,284,3
1027,152480,46592,0,86,0,67,184,3
1028,256608,140800,2808,359,180,129,162,3
1029,170720,93696,19,117,80,174,133,3
1030,153536,107392,0,203,4,129,89,3
1031,393856,674368,112,40,13,36,126,3
1032,396032,911552,401,157,179,155,158,3
1033,139072,501888,0,0,0,84,37,3
1034,122784,76832,0,123,44,23,55,3
1035,151136,704640,1944,1086,1025,1393,681,3
1036,168096,48064,44,26,11,0,144,3
1037,161344,71040,61,52,85,158,15,3
1038,138688,37760,15,57,129,164,239,3
1039,513568,1048544,311,97,133,179,86,3
1040,172032,61472,138,66,157,180,139,3
1041,540576,417472,620,234,130,140,296,3
1042,143264,76192,107,70,127,176,68,3
1043,148064,59520,69,80,82,29,176,3
1044,526944,1026496,72,81,168,0,0,3
1045,213760,75680,0,19,20,71,162,3
1046,422624,464032,223,175,95,153,237,3
1047,213984,85920,0,60,105,12,0,3
1048,173472,67296,2,137,10,122,209,3
1049,456672,660768,342,221,191,272,169,3
1050,199360,56544,1779,313,219,197,228,3
1051,477184,339296,417,132,135,167,0,3
1052,222112,95744,173,0,76,17,229,3
1053,181152,71840,2190,445,186,186,117,3
1054,185888,80864,0,85,124,130,0,3
1055,140160,315136,201,97,136,210,177,3
1056,565216,971552,170,57,70,5,101,3
1057,284064,852960,245,93,199,116,141,3
1058,136960,69056,0,0,67,119,176,3
1059,583328,1028128,173,11,115,164,119,3
1060,135392,268736,73,0,43,78,152,3
1061,125120,121152,14,97,179,127,190,3
1062,246656,62752,1010,265,151,121,33,3
1063,186336,85792,1872,578,828,458,745,3
1064,157024,1048544,99,76,78,86,105,3
1065,194592,76192,2035,210,100,141,36,3
1066,132768,620000,100,25,115,95,161,3
1067,140160,54336,6,85,52,71,223,3
1068,347456,483872,120,0,49,161,163,3
1069,193952,78720,108,0,172,148,92,3
1070,202016,73632,64,54,31,57,113,3
1071,380000,575232,272,183,213,192,81,3
1072,151904,77824,140,0,40,102,145,3
1073,464928,382016,463,373,154,176,128,3
1074,208768,70496,1160,84,100,49,106,3
1075,219392,91872,3837,583,244,97,97,3
1076,146816,102688,131,108,70,38,48,3
1077,277280,144256,1905,247,206,119,250,3
1078,194496,83168,1478,174,214,183,120,3
1079,259360,674720,1057,472,548,336,323,3
1080,279584,546176,202,136,111,189,92,3
1081,180224,78144,0,40,61,54,103,3
1082,465472,709536,252,108,109,33,91,3
1083,322976,664672,249,172,183,207,127,3
1084,303008,616096,125,0,96,153,269,3
1085,204672,88608,39,113,146,128,148,3
1086,139392,80288,129,0,45,176,56,3
1087,201120,76992,161,64,102,181,131,3
1088,465856,858272,197,31,133,113,149,3
1089,557184,767008,270,25,67,93,9,3
1090,377568,156320,0,0,72,0,230,3
1091,248672,88288,77,31,109,134,86,3
1092,240288,79040,1114,237,203,74,125,4
1093,266912,72224,1932,265,161,93,228,4
1094,352032,170400,222,95,139,148,56,4
1095,182048,64320,19,17,64,153,149,4
1096,161280,117152,80,16,171,42,150,4
1097,149120,90944,172,113,124,78,225,4
1098,182272,87936,1409,80,53,109,218,4
1099,612832,258528,495,124,166,116,198,4
1100,217888,89056,1552,202,138,74,117,4
1101,329248,130496,64,54,85,163,78,4
1102,196224,96544,0,33,37,111,320,4
1103,133088,101152,192,137,184,80,89,4
1104,270048,95776,1527,305,159,141,147,4
1105,177856,73824,0,86,37,105,255,4
1106,628128,1048544,540,238,176,276,51,4
1107,533952,1048544,1175,420,367,308,61,4
1108,226016,109856,2824,297,218,46,145,4
1109,143264,83840,73,59,81,79,77,4
1110,250496,630464,136,78,0,106,132,4
